sentence,head,tail,relation_predicted,relation_true,correct_detailed,relation_true_simplified,relation_predicted_simplified,correct_simplified
"According to Beniaminov, attendees at the dinner included Aras Agalarov, Donald Trump, Aras Agalarov's wife and daughter, Emin Agalarov, Emin Agalarov's friends Murad and Timur Beniaminov, Roman Beniaminov (no relation), Rob Goldstone, Goldstone and Agalarov's associate Murtaza Akbar, Trump Organization employees Keith Schiller and Michael Cohen, Miss Universe employee Esther Swan, former-Miss Universe Olivia Culpo, and others.",Donald Trump,Keith Schiller,neutral2,neutral2,True,neutral,neutral,True
"Trump Jr. responded, asking ""could we speak now?""",Trump Jr.,Rob Goldstone,neutral1,neutral2,False,neutral,neutral,True
"Rudolph W. Giuliani, the former New York mayor and now one of the president’s attorneys, said Cohen’s claim to loyalty is undermined by his decision to secretly record a phone call with Trump while serving as his lawyer.",Rudolph W. Giuliani,Cohen,negative1,negative1,True,negative,negative,True
"For years, Kilimnik was defensive about Russian interference in Ukraine with U.S. Embassy in Kyiv officials; he would admit some Russian interference by well-known Russian agents like Medvedchuk, but attempt to distance himself and the OB from Russia.",Kilimnik,Russia,negative1,positive1,False,positive,negative,False
"For years, Kilimnik was defensive about Russian interference in Ukraine with U.S. Embassy in Kyiv officials; he would admit some Russian interference by well-known Russian agents like Medvedchuk, but attempt to distance himself and the OB from Russia.",Kilimnik,Russia,negative1,negative1,True,negative,negative,True
She said that Ziff Brothers were contributors either to the Democratic National Committee or to Hillary Clinton.,Ziff Brothers,Hillary Clinton,positive1,positive1,True,positive,positive,True
"According to Beniaminov, attendees at the dinner included Aras Agalarov, Donald Trump, Aras Agalarov's wife and daughter, Emin Agalarov, Emin Agalarov's friends Murad and Timur Beniaminov, Roman Beniaminov (no relation), Rob Goldstone, Goldstone and Agalarov's associate Murtaza Akbar, Trump Organization employees Keith Schiller and Michael Cohen, Miss Universe employee Esther Swan, former-Miss Universe Olivia Culpo, and others.",Donald Trump,Emin Agalarov,neutral2,neutral2,True,neutral,neutral,True
"Goldstone then replied, ""I would think so.",Goldstone,Jason Tropea,none,neutral2,False,neutral,none,False
"During this conversation, Polonskaya demonstrated an awareness of Papadopoulos's intent to run for public office.",Polonskaya,Papadopoulos,neutral1,neutral1,True,neutral,neutral,True
"Nunberg, who was in frequent contact with Stone that month, recalled that Stone told him that he had ""met with Julian Assange about the emails"".",Nunberg,Stone,neutral2,neutral2,True,neutral,neutral,True
Michael Cohen attended with Trump and Schiller.,Michael Cohen,Trump,neutral2,positive2,False,positive,neutral,False
The release of the documents was designed and timed to interfere with the 2016 U.S. presidential election and undermine the Clinton Campaign.,GRU,U.S.,negative1,negative1,True,negative,negative,True
The Agalarovs seemed to feel that this note on the letter demonstrated their relationship with Trump.,Agalarovs,Trump,positive1,positive2,False,positive,positive,True
"Kaveladze told the Committee that he met with Veselnitskaya, Akhmetshin, and Samochomov, at a dinner in New York for Veselnitskaya's birthday, likely in February of 2017.",Akhmetshin,Samochomov,neutral2,neutral2,True,neutral,neutral,True
Manafort and Kushner both recalled speaking to Trump Jr. after the meeting.,Kushner,Trump Jr.,neutral1,neutral2,False,neutral,neutral,True
"The meeting took place in the Ecuador Embassy on August 16, 2017, and was also attended by Charles Johnson, a conservative political activist who helped Rohrabacher set up the meeting, and Assange's lawyer.",Charles Johnson,Rohrabacher,positive1,positive1,True,positive,positive,True
"Paul Manafort recalled that, on the way out, Kushner said to Paul Manafort, ""This is a waste of time.""",Kushner,Paul Manafort,negative1,neutral2,False,neutral,negative,False
"Klokov responded to Cohen the following day, November 16, 2015, and reemphasized that his focus was not on the immediate business project, but rather arranging an informal meeting between Putin and Trump.",Klokov,Cohen,neutral1,neutral2,False,neutral,neutral,True
"The White House has also undergone turnover and staffing changes in recent days, after one of Donald Trump's top aides and closest confidants, Hope Hicks, resigned and Donald Trump's son-in-law and adviser, Jared Kushner, was stripped of his top-secret security clearance.",Hope Hicks,Donald Trump,positive2,negative1,False,negative,positive,False
"Corsi, who was in Italy at the time, responded to Stone's email about Assange on August 2.",Corsi,Stone,neutral1,neutral2,False,neutral,neutral,True
"Carter Page set up Global Energy Capital, which is around the corner from Trump Tower.",Carter PAGE,Global Energy Capital,neutral1,positive2,False,positive,neutral,False
"But the president was undisturbed—or, in one version, “aggressively defensive”—and, while the greater White House looked on askance, Trump chose to take Flynn with him to Mar-a-Lago for his scheduled weekend with Shinzo Abe, the Japanese prime minister.",Trump,Flynn,positive1,positive1,True,positive,positive,True
"While he was there, Malloch visited Trump Tower with Corsi and met Campaign staffers.",Malloch,Corsi,neutral2,neutral2,True,neutral,neutral,True
"On November 20 Emin Agalarov wrote to Trump Jr. in hopes that Trump Jr. would remind his father to tweet a link to Agalarov's new music video, which featured Donald Trump.",Donald Trump,Trump Jr.,none,positive2,False,positive,none,False
"In the afternoon following Comey's testimony, Donald Trump met with McGahn, Sessions, and Sessions's Chief of Staff Jody Hunt.",Donald Trump,Sessions,neutral2,neutral2,True,neutral,neutral,True
Cohen subsequently conducted the initial outreach to the Kremlin.,Cohen,Kremlin,neutral1,neutral1,True,neutral,neutral,True
"Corsi, who at the time worked for WorldNetDaily (WND), an online publication, had developed a working relationship with Stone during the first half of2016 when he began interviewing Stone for WND.",Corsi,WND,neutral1,neutral1,True,neutral,neutral,True
"After receiving this via email, Ivanka Trump forwarded it to Cohen and Jerry Piro, then- Senior Vice President for Design and Construction at the Trump Organization.",Ivanka Trump,Cohen,neutral1,neutral2,False,neutral,neutral,True
"On June 17, 2013, Emin Agalarov instructed that a Crocus Group and Agalarov Estate brochure be sent by messenger to Trump.",Emin Agalarov,Trump,neutral1,positive1,False,positive,neutral,False
"Sater pleaded guilty to participating in a racketeering enterprise and, as part of his plea, began serving as a U.S. Government cooperator.",Sater,U.S. Government,positive1,neutral1,False,neutral,positive,False
"George Papadopoulos also testified that Idris reiterated Mifsud's claim, stating ""[t]his is Putin's niece or the Russian President's niece.""",Idris,George Papadopoulos,none,neutral2,False,neutral,none,False
Manafort told the FBI that he had previously briefed Trump on his past work in Ukraine.,Manafort,Trump,neutral1,neutral2,False,neutral,neutral,True
"Participants included Trump and his senior Campaign officials, such as Dan Scavino, Hope Hicks, Bannon, Kushner, Stephen Miller, and Jason Miller.",Dan Scavino,Bannon,neutral2,positive2,False,positive,neutral,False
Sergei Ivanov recently had had a drink with Putin to mark this.,Sergei Ivanov,Putin,neutral2,neutral2,True,neutral,neutral,True
